"BehaviorSpace results (NetLogo 6.0.4)"
"baseline.nlogo"
"threat baseline run"
"03/25/2019 22:48:50:776 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","399","0","399"
"[run number]","experiment-number","random-seed","[step]","number-of-collisions","max-nav-error","count mine-contacts","marker-mean","marker-std-dev"
"299","38","22","3694","2","72.9091721222012","100","6.189173846021306","3.309669290364984"
"301","40","22","4335","0","211.348074879127","100","10.060390524727868","7.888267918740093"
"303","42","22","3276","0","172.52169899981524","52","23.883790596476846","7.854427162325353"
"302","41","22","4424","0","375.2548799829699","100","18.409898157617956","17.3513215811798"
"304","43","22","3752","0","1013.501683031327","100","16.400447734341274","10.57624523662088"
"306","45","22","4435","0","48.393250576157705","100","1.6021277876595184","1.4411349463785914"
"309","48","22","3667","0","72.6979628814845","100","5.7761297300587895","4.930495582725697"
"305","44","22","3690","0","280.3508041565525","99","15.289180354579157","9.153684642733765"
"307","46","22","3951","0","329.4370874387465","100","19.555326457216864","7.555836209756655"
"310","49","22","5887","0","977.4257626759365","89","27.476278844536104","22.882669708530717"
"311","50","22","7220","0","1875.0337859663532","100","33.56511678198425","22.615472190440375"
"308","47","22","4643","4","34.31398111875843","100","2.3927484888877046","1.6939616949363019"
"312","51","22","7131","0","976.2560425673719","100","50.45287637579083","28.704140281769593"
"313","52","22","5143","0","1142.6068264947542","100","68.53263590365863","66.38459735196501"
"315","54","22","4869","0","294.27694176621793","57","12.716820478194665","9.635087209402798"
"314","53","22","10732","0","1824.9081628202694","100","32.395408005379046","19.828603675370186"
"316","55","22","9736","0","433.80767580012616","93","45.37596936177828","27.896310077214768"
"317","56","22","6077","0","93.46753412383917","100","5.940493238985417","2.8787113709489924"
"318","57","22","7219","0","764.3541653536305","98","39.4597435732006","42.331835357599566"
"320","59","22","5317","0","473.7137706111206","100","28.894335955732245","15.297257839166427"
"322","61","22","6166","4","94.20066176667495","94","7.382830865326646","3.642550289545725"
"323","62","22","8224","0","188.29230518003396","100","14.017348149762084","6.372907803251721"
"324","63","22","9878","0","894.5025318208295","100","33.82404432919431","26.243931670778764"
"325","64","22","6076","0","108.980749448724","100","8.088923332628243","6.275536303811065"
"326","0","153","7763","0","276.2141427391376","100","16.90864245999393","9.823100510956877"
"327","1","153","5722","0","105.20102039419572","100","5.255699862953543","3.782484884564455"
"319","58","22","6488","0","951.0630639927101","100","11.121620927703693","3.995430821305975"
"328","2","153","6424","0","659.6531108167785","100","13.837710596724248","11.476530807927288"
"329","3","153","9043","0","150.22429591204914","100","5.364339132577787","4.0346616544301455"
