"BehaviorSpace results (NetLogo 6.0.4)"
"straight-run-trial.nlogo"
"baseline1"
"01/03/2019 08:41:31:731 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","499","0","999"
"[run number]","experiment-number","[step]","objective-mine-speed","objective-mine-position","objective-mine-detected-ratio","number-of-collisions","max-nav-error","count mine-contacts"
"2275","227","5823","-5.548","-19.06073721418951","0.055","0","1364.0588426891677","11"
"2276","227","5829","-4.879","-10.690691840058799","0.19","0","1237.285068744404","38"
"2279","227","15000","-14.9","-24.810736562706964","0.02","0","3636.573699201697","4"
"2280","227","15000","-14.925","-23.761511855148246","0.015","0","4300.887206591919","3"
"2277","227","15000","-14.5","-20.761087101195628","0.1","0","3055.8626253866164","20"
"2278","227","10667","-9.817","-14.917647163162941","0.17","0","4039.628464910263","34"
"2281","228","2527","-1.127","-3.6404038734937716","0.28","0","3662.4031104537007","56"
"2282","228","11630","-11.405000000000001","-15.650911662913146","0.045","0","3312.7224218238644","9"
"2283","228","15000","-14.325","-21.000379752940027","0.135","0","4075.059765353995","27"
"2284","228","2543","-1.3430000000000002","-10.77228995489216","0.24","0","1484.3114726932113","48"
"2285","228","2526","-0.8009999999999999","-6.948455727723186","0.345","0","703.4561301023682","69"
"2286","228","2549","-1.9739999999999998","-8.10499650735758","0.115","0","1593.8224697290846","23"
"2287","228","2539","-1.0140000000000002","-9.238694575592682","0.305","0","1636.5936426659434","61"
"2288","228","2556","-1.9809999999999999","-9.91197322430564","0.115","0","2390.4104896225626","23"
"2289","228","15000","-14.225","-27.212800580380005","0.155","0","1982.9793692026242","31"
"2294","229","15000","-13.3","-25.39958785426548","0.34","0","4185.680269399726","68"
"2290","228","2553","-1.903","-13.269624842232508","0.13","0","1985.759777545791","26"
"2291","229","9534","-6.734","-12.144176186120093","0.56","0","4784.877973812098","112"
"2292","229","3568","-1.0180000000000002","-16.855385813255793","0.51","0","1674.8347734755046","102"
"2293","229","15000","-11.825","-28.168799291196727","0.635","0","3043.252158961008","127"
"2295","229","3010","0.6400000000000001","-15.810194266546993","0.73","0","1501.4297125105454","146"
"2296","229","2882","0.7429999999999999","-7.434927131795375","0.725","0","1570.8416461876582","145"
"2297","229","2889","0.9360000000000004","-10.309349494291595","0.765","0","743.3369194100756","153"
"2302","230","15000","-14.8","-22.55396641726292","0.04","0","4249.585848644234","8"
"2298","229","3607","-1.1320000000000001","-9.720403030241153","0.495","0","4942.123294887044","99"
"2299","229","5447","-3.072","-12.309582890114477","0.475","0","5167.09961619452","95"
"2300","229","7818","-6.867999999999999","-18.151272411967778","0.19","0","3359.0212690282483","38"
"2301","230","13963","-11.088","-16.637178061024926","0.575","0","1675.5570544705315","115"
"2304","230","15000","-14.25","-19.842373584723106","0.15","0","3706.5251241914075","30"
"2303","230","9716","-8.315999999999999","-19.799630302236395","0.28","0","1390.8608082043168","56"
"2306","230","11928","-11.728000000000002","-18.683236668492953","0.04","0","4175.2920733018145","8"
"2305","230","9874","-6.449","-24.00273501535684","0.685","0","2090.67893100993","137"
"2307","230","9616","-9.141","-15.396964227066208","0.095","0","2619.096139074934","19"
"2308","230","9583","-7.183","-12.548498639642029","0.48","0","2705.3762750949218","96"
"2309","230","15000","-14.6","-21.223853749357765","0.08","0","4297.550845695628","16"
"2311","231","2401","1.5490000000000004","-0.3071083730016837","0.79","0","306.4570186204439","158"
"2310","230","15000","-14.5","-23.415756187542556","0.1","0","2680.294461463963","20"
"2312","231","2389","1.9860000000000002","0.8105892978240199","0.875","0","177.58446275229628","175"
"2313","231","2386","1.7889999999999997","-0.0644299404922013","0.835","0","187.45660643436293","167"
"2314","231","2380","1.92","1.0897742773427894","0.86","0","53.899283757104484","172"
"2315","231","2378","2.0969999999999995","1.2687772362988823","0.895","0","76.93657933440487","179"
"2316","231","2385","1.8150000000000004","0.03130154303930843","0.84","0","129.22289989399573","168"
"2317","231","2384","2.041","0.9429955066614057","0.885","0","86.47777407432336","177"
"2318","231","2381","1.7440000000000002","1.1539281490083846","0.825","0","52.60903854202121","165"
"2319","231","2373","1.7519999999999998","0.7378947802915667","0.825","0","89.2011406031368","165"
"2322","232","15000","-14.375","-21.715519111893876","0.125","0","2901.433598693163","25"
"2323","232","15000","-13.975","-78.00540088823232","0.205","0","5589.388992001739","41"
"2320","231","2388","1.8870000000000005","0.9711359952396741","0.855","0","130.36350076466712","171"
"2325","232","15000","-14.375","-23.93363777267556","0.125","0","5243.916618698803","25"
"2327","232","15000","-13.55","-20.737205326686293","0.29","0","3988.3479827347037","58"
"2321","232","15000","-11.6","-25.161383871445096","0.68","0","2459.5739818277916","136"
"2328","232","15000","-13.775","-20.931885944631293","0.245","0","4178.120743831183","49"
"2324","232","6619","-2.144","-13.315409983913442","0.895","0","1279.8789480185058","179"
"2330","232","15000","-12.8","-22.502176394267266","0.44","0","5588.078293071135","88"
"2326","232","6617","-5.492","-28.381447440541233","0.225","0","3427.789567108195","45"
"2331","233","15000","-14.425","-20.929974862728592","0.115","0","4279.203509136597","23"
"2329","232","10625","-8.825","-36.79015311673453","0.36","0","2567.239207748974","72"
"2333","233","5025","-3.8500000000000005","-7.792653662873442","0.235","0","2808.8862423050473","47"
"2334","233","4312","-1.3870000000000005","-6.458586721753747","0.585","0","1494.0320670737506","117"
"2332","233","15000","-13.7","-43.355567193257144","0.26","0","2679.849469966134","52"
"2336","233","3592","-2.842","-16.807271032964696","0.15","0","3873.867139971858","30"
"2335","233","15000","-14.1","-26.968969375476505","0.18","0","3933.0658445729787","36"
"2337","233","11868","-10.618","-49.00435284021959","0.25","0","3519.194871506889","50"
"2338","233","5052","-2.8519999999999994","-8.027949433009962","0.44","0","2196.686003339658","88"
"2339","233","5360","-3.7350000000000003","-17.93585054524075","0.325","0","2181.2018173805614","65"
"2340","233","15000","-14.35","-22.458118311061494","0.13","0","3500.824906507496","26"
"2341","234","5379","-1.4789999999999992","-7.199733264625276","0.78","0","529.4769954975363","156"
"2342","234","5399","-0.8490000000000002","-4.413651045733738","0.91","0","618.7345284981268","182"
"2343","234","5404","-0.6040000000000001","-4.3832643500601405","0.96","0","707.793754287964","192"
"2344","234","5401","-1.3759999999999994","-12.027337573099624","0.805","0","946.9284248918115","161"
"2345","234","5463","-2.088","-14.820464542876927","0.675","0","1309.296153497347","135"
"2346","234","5418","-0.6930000000000005","-7.957282892176544","0.945","0","786.8879406367862","189"
"2347","234","5385","-0.45999999999999996","-2.546360462293169","0.985","0","109.3980811513421","197"
"2348","234","5378","-0.8029999999999999","-7.741899720939868","0.915","0","601.3611005392588","183"
"2349","234","5403","-0.9529999999999994","-10.690411419542691","0.89","0","1045.8839531181866","178"
"2350","234","5365","-0.54","-10.789567005185315","0.965","0","867.4009720667049","193"
"2351","235","2418","1.8819999999999997","-4.966789977433091","0.86","0","749.2913530379734","172"
"2352","235","2409","2.591","-0.793502354654962","1","0","188.6936935000784","200"
"2354","235","2432","2.068","-4.709337327985752","0.9","0","1117.1141747472004","180"
"2353","235","2420","2.58","0.03022040395737724","1","0","1197.14578412603","200"
"2357","235","2431","1.3689999999999998","-6.114178850052995","0.76","0","2565.4387345940654","152"
"2356","235","2406","2.594","0.5551004910347674","1","0","455.378012159232","200"
"2358","235","2416","1.7840000000000003","-5.455600643010042","0.84","0","562.9524389021863","168"
"2362","236","2886","-0.3610000000000002","-18.432385398667993","0.505","0","1596.680306271721","101"
"2361","236","3368","-0.2679999999999998","-8.763222480832255","0.62","0","3637.875313341588","124"
"2359","235","2426","2.449","-1.4714124157839708","0.975","0","624.6024474314991","195"
"2360","235","2405","1.7200000000000002","-5.599230602618409","0.825","0","782.1469533919242","165"
"2355","235","15000","-10.65","-19.539328724493174","0.87","0","4944.397087350841","174"
"2363","236","2887","1.5630000000000002","-4.517811213380705","0.89","0","3029.225920371313","178"
"2364","236","2876","1.7990000000000008","-3.0891403268205964","0.935","0","481.18024344302216","187"
"2365","236","2888","1.5869999999999997","-6.903086112720329","0.895","0","1115.8570701101828","179"
"2366","236","2896","0.8040000000000003","-10.096007103009272","0.74","0","920.1074167535011","148"
"2367","236","2895","1.5299999999999998","-4.148021499558238","0.885","0","1829.3879658461185","177"
"2368","236","4070","0.6549999999999994","-10.025353187435984","0.945","0","1318.923970160041","189"
"2369","236","2864","1.936","-1.4234629531684577","0.96","0","913.9055761542744","192"
"2371","237","2583","-1.7080000000000002","-7.224148519568449","0.175","0","1516.048402529641","35"
"2372","237","2566","-0.34099999999999975","-2.447899815776266","0.445","0","1075.8803496112419","89"
"2370","236","15000","-10.2","-15.039215981422018","0.96","0","5588.946409041751","192"
"2373","237","2576","-0.5260000000000002","-2.702169161775115","0.41","0","1171.2410912402622","82"
"2374","237","2595","-0.5450000000000004","-5.6865632264908506","0.41","0","924.2311313171724","82"
"2375","237","2556","-1.156","-10.38194761679352","0.28","0","676.2209958482135","56"
"2376","237","2558","-0.8829999999999998","-4.981257255637259","0.335","0","359.32007063021206","67"
"2377","237","2574","0.2509999999999999","-7.638237797462043","0.565","0","453.1276707824233","113"
"2378","237","2592","-1.767","-9.458720028680698","0.165","0","1269.576866645909","33"
"2379","237","2591","-1.391","-5.953676590487447","0.44","1","1483.2165072949406","88"
"2380","237","2570","-0.7199999999999998","-7.489595477428","0.37","0","542.401775411748","74"
"2381","238","2830","1.145","-8.289265020122652","0.795","0","1026.1316090365906","159"
"2382","238","2915","-0.915","-35.834766823587294","0.4","0","2578.30211257744","80"
"2383","238","2808","-0.032999999999999474","-14.272996742643038","0.555","0","2404.6472123526387","111"
"2384","238","2821","0.8289999999999997","-10.58187071557792","0.73","0","772.6396948275701","146"
"2385","238","15000","-12.8","-38.13676028805638","0.44","0","2523.439183043149","88"
"2386","238","2930","0.19499999999999984","-8.656452150766324","0.625","0","2616.6384695890447","125"
"2387","238","2810","0.69","-6.886755875821617","0.7","0","1069.2736256354447","140"
"2391","239","15000","-14.65","-20.820120292035057","0.07","0","5589.4556785394525","14"
"2388","238","2931","-2.056","-54.4845291416777","0.175","0","3804.663833609574","35"
"2389","238","8182","-4.932","-17.599620083998957","0.65","0","1478.4714389586131","130"
"2394","239","15000","-14.65","-21.141685210478368","0.07","0","5462.262178914187","14"
"2390","238","2817","1.3579999999999997","-5.17684944258576","0.835","0","934.1143513655284","167"
"2392","239","7524","-6.4990000000000006","-22.331250507917957","0.205","0","2195.8628223984015","41"
"2393","239","15000","-13.9","-19.717709810814853","0.22","0","3067.9208177713513","44"
"2395","239","7561","-7.211","-11.49486681846153","0.07","0","2904.629287585366","14"
"2396","239","15000","-14.025","-25.21200891619104","0.195","0","2203.800368162088","39"
"2401","240","15000","-13.35","-23.041750749764326","0.33","0","3022.5578121043836","66"
"2397","239","7566","-6.1659999999999995","-16.1675241387562","0.28","0","1102.406730607329","56"
"2398","239","7561","-6.461","-17.23286604287258","0.22","0","1216.1770119534049","44"
"2399","239","7534","-7.3839999999999995","-14.834395105567653","0.03","0","3945.296898503824","6"
"2400","239","7560","-5.935","-14.106902535594447","0.325","0","523.6756193121169","65"
"2407","240","15000","-12.8","-26.537884005525246","0.44","0","1943.7127154979007","88"
"2403","240","5329","-1.9289999999999994","-25.17328641552235","0.68","0","1522.012919690174","136"
"2402","240","15000","-12.075","-33.13478816320446","0.585","0","5170.8576259416295","117"
"2404","240","5329","-3.1039999999999996","-31.559915996331203","0.445","0","1889.6665785608484","89"
"2409","240","15000","-14.325","-26.887134154432314","0.135","0","2806.871100336385","27"
"2406","240","10923","-7.773","-37.95914530977693","0.63","0","3144.756095838562","126"
"2405","240","15000","-11.4","-30.806312802908153","0.72","0","4127.550011288655","144"
"2408","240","5340","-2.39","-26.12154557927431","0.59","0","1452.1513612129158","118"
"2410","240","6122","-4.122","-25.33264505739178","0.4","0","2681.9626654989734","80"
"2411","241","2047","1.7529999999999997","-7.961910801448628","0.76","0","1389.9979340551668","152"
"2412","241","2089","0.8859999999999997","-14.533658481074262","0.595","0","1809.8745713804765","119"
"2414","241","2050","2.95","-1.6098542152671866","1","0","570.87356536234","200"
"2415","241","2033","0.16700000000000026","-7.2342092398910385","0.44","0","2817.0744925288886","88"
"2416","241","2050","0.17500000000000027","-9.975115230405553","0.445","0","2507.6493263808657","89"
"2417","241","4058","-2.258","-10.05869549997136","0.36","0","3247.803095418564","72"
"2418","241","2047","2.8779999999999997","-3.2537804119550295","0.985","0","1330.2927510769623","197"
"2421","242","3281","-1.5310000000000001","-10.332854843219021","0.35","0","1464.0679761755166","70"
"2423","242","3259","1.7159999999999997","-2.1057884178023922","0.995","0","1286.2506018798879","199"
"2422","242","3264","1.6360000000000006","-3.158263930018529","0.98","0","1706.3613202730264","196"
"2420","241","2044","2.781","-2.4187011681609154","0.965","0","1445.6341755031187","193"
"2419","241","4216","0.03399999999999981","-9.747938130643021","0.85","0","1563.5856257053933","170"
"2424","242","3310","-1.485","-12.009516688453015","0.365","0","1826.251333370599","73"
"2413","241","15000","-11.6","-35.40809049138537","0.68","0","4545.814446397486","136"
"2425","242","3276","1.4989999999999997","-1.2173218422283667","0.955","0","767.0342698241891","191"
"2431","243","15000","-14.6","-22.41849460556005","0.08","0","5588.449740383512","16"
"2426","242","3280","0.4950000000000001","-7.215162824655249","0.755","0","1056.4369793662738","151"
"2427","242","3262","1.6380000000000003","-2.2432393719225883","0.98","0","293.21212135630753","196"
"2428","242","3297","0.22799999999999976","-7.816570076752587","0.705","0","1316.1019429527723","141"
"2429","242","3298","0.9269999999999996","-6.364048397964913","0.845","0","1441.3044467575573","169"
"2430","242","3309","0.6909999999999998","-7.854308703902551","0.8","0","1009.0951846007817","160"
"2432","243","15000","-14.125","-26.971084828745386","0.175","0","2503.4967244617887","35"
"2433","243","15000","-13.725","-18.53161431951292","0.255","0","3180.37235569456","51"
"2434","243","15000","-14.525","-20.906252512229734","0.095","0","5588.734621703365","19"
"2435","243","15000","-13.4","-25.529827437887167","0.32","0","3500.179725985435","64"
"2436","243","15000","-14.425","-59.16348914753773","0.115","0","4395.225314656283","23"
"2437","243","4592","-4.092","-14.003359299684696","0.1","0","2460.041889766802","20"
"2438","243","4685","-2.335","-10.954585064332559","0.47","0","720.6830498077808","94"
"2439","243","15000","-12.25","-15.951399293382865","0.55","0","4027.632252844912","110"
"2440","243","15000","-13.975","-44.71840351450184","0.205","0","4754.281078141147","41"
"2442","244","5686","-2.3609999999999998","-7.638443417237913","0.665","0","1513.294005081964","133"
"2441","244","5702","-1.202","-6.181814530407711","0.9","0","954.9981530200589","180"
"2443","244","15000","-11.975","-16.325845420441148","0.605","0","1819.0481452224494","121"
"2445","244","15000","-12.975","-23.96942980720346","0.405","0","1672.1396198044804","81"
"2444","244","5710","-2.71","-12.334270211253617","0.6","0","1244.9456806472717","120"
"2446","244","5716","-4.491","-32.41671896549515","0.245","0","2168.277338683147","49"
"2448","244","15000","-11.75","-24.389509215648957","0.65","0","1559.4225957647825","130"
"2447","244","5699","-3.799","-16.219979918369074","0.38","0","2179.1490957293377","76"
"2450","244","15000","-12.775","-19.21578215086614","0.445","0","2130.1244167399727","89"
"2451","245","4771","-4.396","-11.271983023703434","0.075","0","3108.963544649223","15"
"2452","245","15000","-13.425","-24.64516751902776","0.315","0","1775.7109187056567","63"
"2453","245","4783","-3.6080000000000005","-9.431535709035021","0.235","0","2053.4551689137556","47"
"2449","244","13127","-11.527000000000001","-43.243441551084814","0.32","0","3476.1585738510767","64"
"2454","245","4792","-3.242","-9.749202700909407","0.31","0","1127.7953357542951","62"
"2455","245","4763","-3.163","-11.952275208337506","0.32","0","766.1957088147393","64"
"2456","245","4795","-3.82","-11.671662499580927","0.195","0","1819.459000092079","39"
"2461","246","15000","-14.2","-24.648824540240238","0.16","0","3049.872973965426","32"
"2460","245","15000","-13.55","-17.880602227512497","0.29","0","1295.307151878164","58"
"2457","245","11756","-11.106","-17.297309512937765","0.13","0","3668.3474557710365","26"
"2464","246","15000","-14.475","-29.45500398678832","0.105","0","3112.9012598898425","21"
"2458","245","9961","-8.736","-15.415931910314084","0.245","0","1865.3183329903736","49"
"2459","245","4840","-2.8649999999999998","-8.323380081028935","0.395","0","2977.581866844616","79"
"2465","246","15000","-14.9","-22.101263772057578","0.02","0","3836.3895199694434","4"
"2462","246","12227","-11.977","-24.96033832065961","0.05","0","3034.7310536135346","10"
"2463","246","6863","-6.413","-34.29811069619112","0.09","0","2780.0684489793593","18"
"2466","246","15000","-14.65","-34.90956932714265","0.07","0","3675.9195353334962","14"
"2468","246","15000","-14.225","-27.90180993192113","0.155","0","3006.4656623000405","31"
"2469","246","15000","-14.65","-44.49137621528516","0.07","0","3069.273691828457","14"
"2470","246","15000","-14.875","-23.71711011343867","0.025","0","3333.587516294454","5"
"2467","246","15000","-14.95","-25.95626291092005","0.01","0","4653.90938835502","2"
"2471","247","3572","0.5529999999999999","-13.577446176008404","0.825","0","1785.6575591577853","165"
"2473","247","3591","-0.5910000000000002","-12.605801321357706","0.6","0","1706.9694702327001","120"
"2472","247","3597","1.403","-5.197531011246662","1","0","1476.380182229989","200"
"2474","247","3580","1.42","-2.6635712775035287","1","0","1394.0981027021812","200"
"2475","247","3549","0.6009999999999995","-12.55696279415108","0.83","0","1512.159730101344","166"
"2476","247","3521","1.3790000000000004","-8.34466498689406","0.98","0","2952.7257179910544","196"
"2477","247","3551","1.4489999999999998","0.024973808385759355","1","0","1344.5098353278834","200"
"2478","247","3555","1.4449999999999998","-3.1300402117322386","1","0","1259.8157125191137","200"
"2481","248","4998","-1.8980000000000001","-8.677009521070568","0.62","0","2950.8759779139814","124"
"2482","248","4983","-3.5329999999999995","-40.82533953124491","0.29","0","2901.5024721205054","58"
"2483","248","4996","-3.8710000000000004","-11.43522021079898","0.225","0","3094.0645078325538","45"
"2479","247","3577","1.0980000000000008","-9.994685072411322","0.935","0","2158.463583154153","187"
"2484","248","11093","-9.268","-31.736111402293226","0.365","0","2401.3820109645267","73"
"2480","247","4784","0.19099999999999984","-2.0958959848295025","0.995","0","2701.831651795491","199"
"2485","248","5008","-4.008","-53.45329304105007","0.2","0","3423.7636696937734","40"
"2489","248","15000","-13.875","-20.91262747201135","0.225","0","5589.413413981106","45"
"2486","248","15000","-13.675","-58.85669912070135","0.265","0","2913.1907111098753","53"
"2488","248","5019","-3.794","-13.331131349183469","0.245","0","2481.306220097087","49"
"2487","248","4987","-4.787","-15.124561034783415","0.04","0","4600.532940817847","8"
"2490","248","5249","-2.3489999999999998","-11.263283539446906","0.58","0","1451.5918922045182","116"
"2492","249","15000","-13.325","-22.614431404627613","0.335","0","3124.03635700598","67"
"2493","249","2455","1.7199999999999998","-11.83053274623678","0.835","0","1507.2557004238959","167"
"2494","249","2446","0.9289999999999998","-9.890905486716472","0.675","0","1585.5545078507948","135"
"2491","249","15000","-13.475","-21.498848678126976","0.305","0","3897.025449895843","61"
"2495","249","2533","1.4920000000000004","-9.726334155487809","0.805","0","1619.8080593690302","161"
"2496","249","2444","2.356","-2.640934367151642","0.96","0","770.9765349213458","192"
"2497","249","2512","-0.262","-14.88880488109099","0.45","0","2222.695318166938","90"
"2499","249","2449","0.4009999999999998","-16.256490415954815","0.57","0","1607.3353546023027","114"
"2498","249","11614","-7.739000000000001","-23.234059568033963","0.775","0","1991.4293988711775","155"
"2501","250","4581","0.06899999999999995","-0.8959888214534629","0.93","0","117.97365959317217","186"
"2500","249","2437","0.7630000000000003","-7.662111875046422","0.64","0","2176.842444250152","128"
"2502","250","4569","-0.06899999999999995","-0.979126914844906","0.9","0","266.22736921694036","180"
"2503","250","4591","0.23399999999999999","-0.6939756478062931","0.965","0","158.73076741543946","193"
"2504","250","4590","-0.0649999999999995","-1.4456167471065202","0.905","0","223.8058319934605","181"
"2505","250","4585","-0.9850000000000003","-3.491149336633728","0.72","0","216.74898546005554","144"
"2506","250","4574","-0.02400000000000002","-1.4348441825007585","0.91","0","245.79734065640653","182"
"2507","250","4570","-0.14500000000000046","-1.7657409512407471","0.885","0","156.84971227383465","177"
"2508","250","4572","0.35299999999999976","-0.5616022294656441","0.985","0","131.69933949071878","197"
"2509","250","4570","-0.04499999999999993","-1.7718714521933943","0.905","0","421.1086943309374","181"
"2510","250","4578","-0.27800000000000047","-1.970116005482077","0.86","0","137.09889933733416","172"
"2511","251","4333","-1.4580000000000002","-14.836334133120301","0.575","0","1360.7232599218032","115"
"2513","251","4302","-2.0269999999999997","-9.29871112273325","0.455","0","2792.7222186388335","91"
"2512","251","15000","-11.375","-21.54159863547538","0.725","0","3512.3597713219515","145"
"2514","251","8383","-6.257999999999999","-18.067924631895664","0.425","0","1516.188215478055","85"
"2515","251","4324","-0.34899999999999975","-12.031752072242522","0.795","0","1187.0462792457827","159"
"2516","251","4321","-0.12099999999999955","-5.2634852356573285","0.84","0","1353.7844164952712","168"
"2517","251","4502","-1.4019999999999997","-25.19468740820161","0.62","0","2116.3908723141067","124"
"2518","251","4344","-0.2190000000000003","-9.620951472137843","0.825","0","1247.0153609725585","165"
"2519","251","4334","0.516","-8.848953121122683","0.97","0","623.1778453704355","194"
"2520","251","4324","-2.0989999999999998","-15.20521000754333","0.445","0","2109.349053900946","89"
"2521","252","6123","-1.4980000000000002","-13.74309571608876","0.925","0","966.33746621568","185"
"2522","252","15000","-11.275","-25.732085163418198","0.745","0","1984.7170269035882","149"
"2524","252","6123","-2.998","-29.220700105852423","0.625","0","2213.8929301764488","125"
"2523","252","15000","-11.075","-26.968346750972643","0.785","0","2296.333322907561","157"
"2525","252","6113","-2.3630000000000004","-9.532274638413476","0.75","0","612.1560121718694","150"
"2526","252","6120","-2.12","-15.722362231431429","0.8","0","1127.7879319464955","160"
"2527","252","15000","-12.95","-34.3702527994876","0.41","0","2877.9729937618104","82"
"2528","252","6117","-2.792","-16.60828386387464","0.665","0","1407.549379012917","133"
"2530","252","15000","-12.95","-25.030592241425683","0.41","0","5566.306381873192","82"
"2529","252","6110","-3.0600000000000005","-19.127590668373507","0.61","0","1836.0211551873426","122"
"2533","253","15000","-12.825","-21.339080505984256","0.435","0","3430.7223330092675","87"
"2535","253","15000","-12.95","-23.16325481577974","0.41","0","3167.442353050405","82"
"2532","253","7875","-3.45","-13.333566483264168","0.885","0","2046.653221042011","177"
"2531","253","15000","-10.475","-31.088596951849787","0.905","0","3509.6422009962216","181"
"2534","253","15000","-11.4","-29.43995510581872","0.72","0","2823.069979157035","144"
"2537","253","7888","-4.8629999999999995","-24.420367490703228","0.605","0","2149.6249550778175","121"
"2536","253","7935","-3.16","-15.559236543076137","0.955","0","1646.3686287245005","191"
"2538","253","15000","-13.95","-23.481705481705596","0.21","0","3112.4362705877893","42"
"2539","253","15000","-14.2","-21.537222032215674","0.16","0","4666.917071841079","32"
"2541","254","4380","0.09499999999999975","-6.018058448023523","0.895","0","503.3473974070055","179"
"2540","253","7868","-2.968","-14.628956398404833","0.98","0","1691.606237635964","196"
"2542","254","4369","0.2810000000000006","-6.884580209284099","0.93","0","531.4963071409234","186"
"2543","254","4389","0.3359999999999994","-3.9635724625301405","0.945","0","467.76852380564577","189"
"2544","254","4382","0.5430000000000001","-0.870312582500212","0.985","0","119.12971046659236","197"
"2545","254","4394","0.05600000000000005","-3.5937666393937095","0.89","0","306.14986166345926","178"
"2546","254","4383","0.39199999999999946","-1.4694280568716653","0.955","0","505.8096837252392","191"
"2547","254","4401","0.2240000000000002","-9.562912541709503","0.925","0","817.4959556958707","185"
"2548","254","4383","0.3169999999999993","-0.7447161583780091","0.94","0","325.1363500133541","188"
"2549","254","4365","0.1349999999999998","-3.929202402309576","0.9","0","423.2155988695334","180"
"2550","254","4370","0.5549999999999997","0.08989504498056233","0.985","0","67.83543378558974","197"
"2554","255","15000","-12.275","-32.14158873326046","0.545","0","3978.25073784117","109"
"2555","255","15000","-14.425","-23.08570093636251","0.115","0","5490.019398159027","23"
"2551","255","15000","-14.1","-60.27588701852803","0.18","0","5589.900618903822","36"
"2552","255","10702","-7.552","-20.06793682180558","0.63","0","2687.769666447776","126"
"2557","255","15000","-14.5","-22.49675490035656","0.1","0","2542.0168205475397","20"
"2558","255","15000","-13.7","-27.399023963497847","0.26","0","4451.159927276137","52"
"2553","255","15000","-13.325","-62.428517535177804","0.335","0","4636.899057691695","67"
"2559","255","15000","-13.975","-22.846548291879913","0.205","0","5589.62371352824","41"
"2560","255","15000","-13.875","-23.88872573570443","0.225","0","5589.839761738468","45"
"2556","255","13578","-12.003","-21.179216624626296","0.315","0","2601.229778802213","63"
"2561","256","5645","-0.6699999999999999","-2.063067419501798","0.995","0","156.4093398289807","199"
"2562","256","5659","-0.7589999999999995","-3.65747811418926","0.98","0","478.3649589993348","196"
"2563","256","5675","-1.875","-5.708358579548399","0.76","0","533.1612140228752","152"
"2564","256","5660","-0.9100000000000001","-3.0232597071674974","0.95","0","244.0523326485672","190"
"2565","256","5641","-0.6660000000000004","-2.7438715020713476","0.995","0","186.9252748193152","199"
"2566","256","5656","-1.4809999999999999","-4.751309347081429","0.835","0","617.2627424145044","167"
"2567","256","5668","-1.6429999999999998","-7.823296426584746","0.805","0","642.8128526012049","161"
"2568","256","5648","-0.7729999999999997","-4.587762279437905","0.975","0","489.9823618157436","195"
"2572","257","15000","-14.325","-25.654406058956567","0.135","0","3728.5147100394856","27"
"2569","256","5681","-1.2560000000000002","-5.544352906055796","0.885","0","1399.685036099004","177"
"2571","257","3107","-0.40700000000000003","-17.336627694924612","0.54","0","1497.780250788791","108"
"2570","256","5657","-0.7069999999999999","-1.8277953072945121","0.99","0","186.7301778423307","198"
"2573","257","3093","0.007000000000000117","-17.684788587774836","0.62","0","1271.4585529498409","124"
"2574","257","3100","-0.625","-12.351580090168117","0.495","0","706.2930290730367","99"
"2575","257","3137","-0.637","-9.65089083418239","0.5","0","905.4453874557531","100"
"2576","257","3088","-0.7130000000000001","-32.11375918026098","0.475","0","1935.682322178251","95"
"2577","257","3091","-0.26600000000000046","-8.421377096712268","0.565","0","920.1606015180173","113"
"2578","257","15000","-13","-45.53203797723137","0.4","0","4294.848856884684","80"
"2579","257","7807","-5.307","-19.331176598891354","0.5","0","4990.465849386348","100"
"2581","258","2517","0.7580000000000005","-7.021782337392963","0.655","0","1206.514138602578","131"
"2580","257","12484","-10.859","-60.89961936345663","0.325","0","3849.2654515350296","65"
"2582","258","2527","-0.15200000000000014","-13.092842354342011","0.475","0","2102.089082918467","95"
"2584","258","2500","1.4250000000000003","-3.1962943529728265","0.785","0","659.5187511772826","157"
"2583","258","2507","0.593","-7.2611757193830115","0.62","0","2625.874636766549","124"
"2585","258","2550","-0.44999999999999973","-12.247928612342148","0.42","0","4279.733878542315","84"
"2588","258","15000","-13.075","-22.811532908639435","0.385","0","1696.7133399819975","77"
"2586","258","2504","0.09600000000000009","-10.015839148312171","0.52","0","1301.0529912711352","104"
"2589","258","2551","-0.8260000000000003","-34.9174819801647","0.345","0","2429.4545541410857","69"
"2587","258","15000","-12.375","-24.947898724762926","0.525","0","5242.701643729108","105"
"2590","258","14827","-14.152","-27.776927121059202","0.135","0","4810.105057786228","27"
"2592","259","5175","-0.7249999999999996","-4.442150058247202","0.89","0","1965.1731170787848","178"
"2591","259","15000","-12.875","-30.669230940068733","0.425","0","2756.581823447034","85"
"2593","259","5174","-1.899","-14.206055469553245","0.855","1","1814.1335020300128","171"
"2594","259","5155","-2.2800000000000002","-21.46436420055633","0.575","0","1751.1462735133473","115"
"2595","259","5178","-1.1030000000000006","-15.496782427729556","0.815","0","1248.4870634105707","163"
"2596","259","5163","-1.638","-8.45340253233312","0.905","1","1344.5292522383502","181"
"2597","259","5140","-0.23999999999999932","-2.6978441657323238","0.98","0","188.74239727036252","196"
"2598","259","15000","-10.850000000000001","-19.525429177288302","0.83","0","2764.7278254825515","166"
